course_id,course_title,course_title_english,course_description,subdomain_id,course_url
KCA0005,ASAS KESELAMATAN SIBER,The basis of cyber security,"This course offers a deep dive into The basis, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",7,
KCA0006,INTERNET OF THINGS (IOT) WITH DATASCIENCE,Internet of Things (IoT) with Data Science,"This course offers a deep dive into Internet of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Internet practices.",8,
KCA0007,ANALYZING AND VISUALIZING DATA USING EXCEL,Analyzing and Visualizing Data Using Excel,"This course offers a deep dive into Analyzing and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Analyzing practices.",2,
KCA0008,USER REQUIREMENTS SPECIFICATION (URS) KEJURUTERAAN SISTEM APLIKASI SEKTOR AWAM (KRISA),User Requirements Specification (URS) Public Sector Application System Engineering (KRISA),"This course offers a deep dive into User Requirements, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of User practices.",4,
KCA0009,MICROSOFT VISIO 2016,Microsoft Visio 2016,"This course offers a deep dive into Microsoft Visio, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Microsoft practices.",2,
KCA0010,PEMBANGUNAN MOBILE APP FLUTTER,Mobile App Flutter Development,"This course offers a deep dive into Mobile App, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mobile practices.",4,
KCA0011,DIGITAL FORENSIC,Digital Forensic,"Explore the nuances of Digital Forensic with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",7,
KCA0014,COMPTIA IT FUNDAMENTALS (ITF+),COMPTIA IT FUNDAMENTALS (ITF+),"This course offers a deep dive into COMPTIA IT, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of COMPTIA practices.",72,
KCA0015,MICROSOFT OFFICE 2019 TIPS AND TRICKS,Microsoft Office 2019 Tips and Tricks,"This course offers a deep dive into Microsoft Office, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Microsoft practices.",4,
KCA0016,PENGURUSAN PROJEK ICT,ICT project management,"This course offers a deep dive into ICT project, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of ICT practices.",3,
KCA0017,CERTIFIED DATA CENTRE PROFESSIONAL (CDCP),Certified Data Center Professional (CDCP),"This course offers a deep dive into Certified Data, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Certified practices.",6,
KCA0018,ASAS PENILAIAN RISIKO (ICT),Risk Assessment Basics (ICT),"This course offers a deep dive into Risk Assessment, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Risk practices.",7,
KCA0019,DATABASE FUNDAMENTALS,Database Fundamentals,"Explore the nuances of Database Fundamentals with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",4,
KCA0020,POWER BI ESSENTIALS,Power Bi Essentials,"This course offers a deep dive into Power Bi, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Power practices.",2,
KCA0021,PENGURUSAN KEMUDAHAN ICT DAN INFRASTRUKTUR (PENGURUSAN PUSAT DATA PENGOPERASIAN),ICT and infrastructure management (operating data center management),"This course offers a deep dive into ICT and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of ICT practices.",6,
KCA0022,STANDARD ISO/IEC ISMS 27001 BAGI PELAKSANA ISMS,STANDARD ISO/IEC ISMS 27001 For ISMS Implementation,"This course offers a deep dive into STANDARD ISO/IEC, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of STANDARD practices.",7,
KCA0023,CISCO NETWORKING ACADEMY (CISCO NETACAD) IT ESSENTIALS (PC HARDWARE AND SOFTWARE),Cisco Networking Academy (Cisco Netacad) IT Essentials (PC Hardware and Software),"This course offers a deep dive into Cisco Networking, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Cisco practices.",8,
KCA0024,AGILE ESSENTIALS,Agile essentials,"Explore the nuances of Agile essentials with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",3,
KCA0025,PLAYWORKS EXCEL FUN FORMULAS,Playworks Excel Fun Formulas,"This course offers a deep dive into Playworks Excel, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Playworks practices.",4,
KCA0026,CISCO CERTIFIED NETWORK ASSOCIATE (CCNA) INTRODUCTION TO NETWORKS,Cisco Certified Network Associate (CCNA) Introduction to Networks,"This course offers a deep dive into Cisco Certified, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Cisco practices.",8,
KCA0027,EXCEL AND POWERPOINT PRODUCTIVITY HACKS FOR PRESENTER,Excel and PowerPoint Productivity Hacks for Presenter,"This course offers a deep dive into Excel and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Excel practices.",2,
KCA0028,DATA SCIENCE FUNDAMENTALS,Data Science Fundamentals,"This course offers a deep dive into Data Science, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Data practices.",2,
KCA0029,PERSEMBAHAN SLAID EFEKTIF DAN BERIMPAK TINGGI,An effective and high -impact slide performance,"This course offers a deep dive into An effective, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of An practices.",72,
KCA0030,PEMULIHAN BENCANA (ICT),Disaster Recovery (ICT),"This course offers a deep dive into Disaster Recovery, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Disaster practices.",7,
KCA0031,COMPTIA A+,Comptia A+,"Explore the nuances of Comptia A+ with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",72,
KCA0032,AGILE PROJECT MANAGEMENT FOUNDATION,Agile Project Management Foundation,"This course offers a deep dive into Agile Project, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Agile practices.",3,
KCA0033,STANDARD ISO/IEC ISMS 27001 BAGI JURUAUDIT DALAM ISMS,STANDARD ISO/IEC ISMS 27001 For Auditors in ISMS,"This course offers a deep dive into STANDARD ISO/IEC, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of STANDARD practices.",7,
KCA0034,MICROSOFT AZURE FUNDAMENTALS,Microsoft Azure Fundamentals,"This course offers a deep dive into Microsoft Azure, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Microsoft practices.",2,
KCA0037,BLOCKCHAIN FUNDAMENTAL,Fundamental Blockchain,"Explore the nuances of Fundamental Blockchain with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",7,
KCA0038,FUNDAMENTALS OF ENTERPRISE ARCHITECTURE,Fundamentals of Enterprise Architecture,"Dive into the world of enterprise architecture with a focus on the strategies, frameworks, and tools needed to streamline operations and drive organizational growth. Understand how to integrate IT resources with business objectives for long-term success.",1,
KCA0039,DASHBOARD REPORTING,Dashboard Reporting,"Explore the nuances of Dashboard Reporting with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",2,
KCA0040,PENGENALAN ANALISIS DAN REKABENTUK SISTEM MENGGUNAKAN OBJECT ORIENTED APPROACH,Introduction of system analysis and design using Object Oriented Approach,"This course offers a deep dive into Introduction of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",4,
KCA0042,IR4.0 - IT SYSTEM INTEGRATION,IR4.0 - IT SYSTEM INTEGRATION,"This course offers a deep dive into IR4.0 -, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of IR4.0 practices.",3,
KCA0043,INTRODUCTION TO PROGRAMMING USING PYTHON,Introduction to Programming Using Python,"This course offers a deep dive into Introduction to, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",4,
KCA0044,PEMBANGUNAN PELAN STRATEGIK PENDIGITALAN (PSP),DEVELOPMENT OF STRATEGIC PLAN DEVELOPMENT (PSP),Master the art of strategic planning with a focus on digital transformation. This course empowers participants to develop comprehensive strategies that align with organizational objectives while leveraging the latest digital tools and trends.,1,
