course_id,title,job_role,skills_required,sub_skills_required,description,subdomain_id,subdomain_name
DDA0013,Introduction to the Biosecurity of the Eastern Zone plant,,,,"This course offers a deep dive into Introduction to, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",95,
EEA0022,Introduction of Southern Zone Plants Biosecurity,,,,"This course offers a deep dive into Introduction of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",95,
EEA0029,Mandatory AOD Integrated Pest Management (IPM) Series 3,,,,"This course offers a deep dive into Mandatory AOD, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mandatory practices.",95,
DDA0041,Diagnostics of pests & paddy diseases,,,,"This course offers a deep dive into Diagnostics of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Diagnostics practices.",95,
EEA0056,Introduction to plant biosecurity,,,,"This course offers a deep dive into Introduction to, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",95,
DDA0051,Integrated Pest Management (IPM),,,,"This course offers a deep dive into Integrated Pest, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Integrated practices.",95,
IIA0048,Introduction to pest risk analysis in the scope of plant biosecurity,,,,"This course offers a deep dive into Introduction to, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",95,
AAA0017,Integrated Pest Management (IPM Approach & Components) (Upskilling-GS),,,,"This course offers a deep dive into Integrated Pest, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Integrated practices.",95,
DGA0006,Agricultural Commodity Sampling (Upskilling-PP),,,,"This course offers a deep dive into Agricultural Commodity, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Agricultural practices.",95,
EEA0062,Integrated Pest Management (IPM),,,,"This course offers a deep dive into Integrated Pest, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Integrated practices.",95,
DDA0062,Mandatory AOD Introduction to plant biosecurity,,,,"This course offers a deep dive into Mandatory AOD, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mandatory practices.",95,
EEA0008,Modern technology applications in land use management,,,,"This course offers a deep dive into Modern technology, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Modern practices.",96,
IIA0005,Organic fertilizer production technology,,,,"This course offers a deep dive into Organic fertilizer, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Organic practices.",96,
DDA0010,Mandatory AOD Land Management Series 1,,,,"This course offers a deep dive into Mandatory AOD, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mandatory practices.",96,
DDA0025,Shallowed land management for agricultural activities,,,,"This course offers a deep dive into Shallowed land, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Shallowed practices.",96,
DDA0017,Mandatory AOD Land Management Series 2,,,,"This course offers a deep dive into Mandatory AOD, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mandatory practices.",96,
EEA0019,Determination of land physics properties,,,,"This course offers a deep dive into Determination of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Determination practices.",96,
DDA0036,Land Management Series 2,,,,"This course offers a deep dive into Land Management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Land practices.",96,
EEA0053,Shallowed land management for agricultural activities,,,,"This course offers a deep dive into Shallowed land, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Shallowed practices.",96,
EEA0033,Land Management Series 1,,,,"This course offers a deep dive into Land Management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Land practices.",96,
